stream,year,date,doy,rm_upper,rm_lower,rm_length,redds,survey_type,flow,method
Vance Creek (SF Skok trib),2023,2023-03-13,72,3.6,2.9,0.7,0,INDX,Medium-high,RAFT
Dewatto River,2023,2023-03-13,72,3.3,3,0.3,0,INDX,Medium-high,FOOT
Dewatto River,2023,2023-03-13,72,3,1.8,1.2,0,INDX,Medium-high,FOOT
Tahuya River,2023,2023-03-14,73,11,10,1,0,INDX,Medium,FOOT
Tahuya River,2023,2023-03-14,73,10,7.5,2.5,0,INDX,Medium,FOOT
Tahuya River,2023,2023-03-14,73,5,2.6,2.4,0,INDX,Medium,FOOT
Tahuya River,2023,2023-03-14,73,1,0.8,0.2,0,PART,Medium,FOOT
Union River,2023,2023-03-14,73,4,3,1,0,INDX,Medium-low,FOOT
Union River,2023,2023-03-14,73,3,1.7,1.3,0,INDX,Medium-low,FOOT
Duckabush River,2023,2023-03-16,75,2.7,2.3,0.4,0,INDX,Low,FOOT
Duckabush River,2023,2023-03-16,75,2.3,0,2.3,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2023,2023-03-20,79,3.6,2.9,0.7,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-03-20,79,2.9,1.7,1.2,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-03-20,79,1.7,0,1.7,0,INDX,Medium,RAFT
Dewatto River,2023,2023-03-20,79,3.3,3,0.3,0,INDX,Medium-low,FOOT
Union River,2023,2023-03-20,79,4,3,1,0,INDX,Medium-low,FOOT
Union River,2023,2023-03-20,79,3,1.7,1.3,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-03-21,80,11,10,1,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-03-21,80,10,7.5,2.5,0,INDX,Medium-low,FOOT
Dewatto River,2023,2023-03-27,86,1.8,0.3,1.5,0,INDX,Low,FOOT
Dewatto River,2023,2023-03-27,86,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2023,2023-03-27,86,3.3,3,0.3,0,INDX,Low,FOOT
Tahuya River,2023,2023-03-27,86,1,0.6,0.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-03-27,86,5,2.6,2.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-03-27,86,10,7.5,2.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-03-27,86,11,10,1,0,INDX,Medium-low,FOOT
Duckabush River,2023,2023-03-28,87,2.7,2.3,0.4,0,INDX,Medium-low,FOOT
Vance Creek (SF Skok trib),2023,2023-03-28,87,3.6,2.9,0.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2023,2023-03-28,87,2.9,1.7,1.2,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2023,2023-03-28,87,1.7,0,1.7,0,INDX,Low,FOOT
Union River,2023,2023-03-29,88,3,1.7,1.3,0,INDX,Medium-low,FOOT
Union River,2023,2023-03-29,88,4,3,1,0,INDX,Medium-low,FOOT
Dewatto River,2023,2023-04-03,93,3,1.8,1.2,0,INDX,Medium-low,FOOT
Dewatto River,2023,2023-04-03,93,3.3,3,0.3,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-04-03,93,1,0.6,0.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-04-03,93,7.5,5,2.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-04-03,93,10,7.5,2.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-04-03,93,11,10,1,0,INDX,Medium-low,FOOT
Union River,2023,2023-04-03,93,3,1.7,1.3,0,INDX,Medium-low,FOOT
Union River,2023,2023-04-03,93,4,3,1,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-04-11,101,11,10,1,0,INDX,High,FOOT
Tahuya River,2023,2023-04-11,101,10,7.5,2.5,0,INDX,High,FOOT
Tahuya River,2023,2023-04-12,102,2.6,2.59,0.01,0,SPOT,Medium-high,FOOT
Dewatto River,2023,2023-04-12,102,1.7,1.69,0.01,0,SPOT,Medium-high,FOOT
Union River,2023,2023-04-12,102,0.8,0.79,0.01,0,SPOT,Medium-high,FOOT
Vance Creek (SF Skok trib),2023,2023-04-12,102,0.31,0.3,0.01,0,SPOT,Medium-high,FOOT
Vance Creek (SF Skok trib),2023,2023-04-13,103,1.7,0,1.7,0,INDX,Medium-high,RAFT
Vance Creek (SF Skok trib),2023,2023-04-13,103,2.9,1.7,1.2,0,INDX,Medium-high,RAFT
Vance Creek (SF Skok trib),2023,2023-04-13,103,3.6,2.9,0.7,0,INDX,Medium-high,RAFT
Duckabush River,2023,2023-04-13,103,2.3,0,2.3,0,INDX,Medium-high,RAFT
Duckabush River,2023,2023-04-13,103,2.7,2.3,0.4,0,INDX,Medium-high,RAFT
Dewatto River,2023,2023-04-13,103,1.8,0.3,1.5,0,INDX,Medium,FOOT
Dewatto River,2023,2023-04-13,103,3,1.8,1.2,0,INDX,Medium,FOOT
Dewatto River,2023,2023-04-13,103,3.3,3,0.3,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-13,103,2.6,1,1.6,0,INDX,Medium-high,FOOT
Tahuya River,2023,2023-04-13,103,5,2.6,2.4,0,INDX,Medium-high,FOOT
Tahuya River,2023,2023-04-13,103,7.5,5,2.5,0,INDX,Medium-high,FOOT
Dewatto River,2023,2023-04-17,107,3,1.8,1.2,0,INDX,Medium,FOOT
Dewatto River,2023,2023-04-17,107,1.8,0.3,1.5,0,INDX,Medium,FOOT
Union River,2023,2023-04-17,107,3,1.7,1.3,0,INDX,Medium,FOOT
Vance Creek (SF Skok trib),2023,2023-04-19,109,1.7,0,1.7,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-04-19,109,2.9,1.7,1.2,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-04-19,109,3.6,2.9,0.7,0,INDX,Medium,RAFT
Tahuya River,2023,2023-04-19,109,2.6,1,1.6,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-19,109,5,2.6,2.4,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-19,109,10,7.5,2.5,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-19,109,11,10,1,0,INDX,Medium,FOOT
Union River,2023,2023-04-19,109,6,5.3,0.7,0,INDX,Low,FOOT
Duckabush River,2023,2023-04-21,111,2.7,2.3,0.4,0,INDX,Medium,FOOT
Dewatto River,2023,2023-04-24,114,3.3,3,0.3,0,INDX,Medium,FOOT
Dewatto River,2023,2023-04-24,114,3,1.8,1.2,0,INDX,Medium,FOOT
Dewatto River,2023,2023-04-24,114,1.8,0.3,1.5,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-24,114,11,10,1,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-24,114,10,7.5,2.5,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-24,114,7.5,5,2.5,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-24,114,5,2.6,2.4,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-24,114,2.6,1,1.6,0,INDX,Medium,FOOT
Tahuya River,2023,2023-04-24,114,1,0.6,0.4,0,INDX,Medium,FOOT
Union River,2023,2023-04-24,114,4,3,1,0,INDX,Medium,FOOT
Union River,2023,2023-04-24,114,3,1.7,1.3,0,INDX,Medium,FOOT
Union River,2023,2023-04-24,114,1.7,0.3,1.4,0,INDX,Medium,FOOT
Duckabush River,2023,2023-04-27,117,2.6,2.3,0.3,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-04-27,117,1.7,0,1.7,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-04-27,117,2.9,1.7,1.2,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-04-27,117,3.6,2.9,0.7,0,INDX,Medium,RAFT
Tahuya River,2023,2023-05-01,121,1,0.6,0.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-01,121,2.6,1,1.6,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-01,121,5,2.6,2.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-01,121,7.5,5,2.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-01,121,10,7.5,2.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-01,121,11,10,1,0,INDX,Medium-low,FOOT
Union River,2023,2023-05-01,121,1.7,0.3,1.4,0,INDX,Medium-low,FOOT
Union River,2023,2023-05-04,124,3,1.7,1.3,0,INDX,Medium-low,FOOT
Union River,2023,2023-05-04,124,4,3,1,0,INDX,Medium-low,FOOT
Dewatto River,2023,2023-05-04,124,1.8,0.3,1.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-08,128,1,0.6,0.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-08,128,2.6,1,1.6,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-08,128,5,2.6,2.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-08,128,7.5,5,2.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-08,128,10,7.5,2.5,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-08,128,11,10,1,0,INDX,Medium-low,FOOT
Duckabush River,2023,2023-05-09,129,2.3,0,2.3,0,INDX,Medium,RAFT
Duckabush River,2023,2023-05-09,129,2.6,2.3,0.3,0,INDX,Medium,RAFT
Vance Creek (SF Skok trib),2023,2023-05-15,135,1.7,0,1.7,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2023,2023-05-15,135,2.9,1.7,1.2,0,INDX,Low,FOOT
Vance Creek (SF Skok trib),2023,2023-05-15,135,3.6,2.9,0.7,0,INDX,Low,FOOT
Dewatto River,2023,2023-05-15,135,1.8,0.3,1.5,0,INDX,Low,FOOT
Dewatto River,2023,2023-05-15,135,3,1.8,1.2,0,INDX,Low,FOOT
Tahuya River,2023,2023-05-15,135,10,7.5,2.5,0,INDX,Low,FOOT
Tahuya River,2023,2023-05-15,135,11,10,1,0,INDX,Low,FOOT
Union River,2023,2023-05-15,135,4,3,1,0,INDX,Low,FOOT
Union River,2023,2023-05-15,135,3,1.7,1.3,0,INDX,Low,FOOT
Union River,2023,2023-05-15,135,1.7,0.3,1.4,0,INDX,Low,FOOT
Tahuya River,2023,2023-05-16,136,1,0.6,0.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-16,136,2.6,1,1.6,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-16,136,5,2.6,2.4,0,INDX,Medium-low,FOOT
Tahuya River,2023,2023-05-16,136,7.5,5,2.5,0,INDX,Medium-low,FOOT
Duckabush River,2023,2023-05-24,144,2.6,2.3,0.3,0,INDX,High,RAFT
Dewatto River,2023,2023-05-30,150,3,1.8,1.2,0,INDX,Low,FOOT
Dewatto River,2023,2023-05-30,150,1.8,0.3,1.5,0,INDX,Low,FOOT
Union River,2023,2023-05-30,150,4,3,1,0,INDX,Low,FOOT
Union River,2023,2023-05-30,150,3,1.7,1.3,0,INDX,Low,FOOT
Union River,2023,2023-05-30,150,1.7,0.3,1.4,0,INDX,Low,FOOT
Tahuya River,2023,2023-05-30,150,7.5,5,2.5,0,INDX,Low,FOOT
Tahuya River,2023,2023-05-30,150,5,2.6,2.4,0,INDX,Low,FOOT
Tahuya River,2023,2023-05-30,150,2.6,1,1.6,0,INDX,Low,FOOT
Tahuya River,2023,2023-05-30,150,1,0.6,0.4,0,INDX,Low,FOOT
Duckabush River,2023,2023-05-31,151,2.6,2.3,0.3,0,INDX,Medium,RAFT
Duckabush River,2023,2023-06-14,165,2.3,0,2.3,0,INDX,Medium,RAFT
Duckabush River,2023,2023-06-14,165,2.6,2.3,0.3,0,INDX,Medium,RAFT
LeBar Creek (SF Skok trib),2023,2023-04-26,116,0.5,0,0.5,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2023,2023-04-26,116,0.7,0.5,0.2,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-04-26,116,0.5,0,0.5,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-04-26,116,2.5,0.5,2,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-04-27,117,13.5,10,3.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-04-28,118,23.5,19,4.5,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2023,2023-05-02,122,0.7,0.5,0.2,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-05-02,122,0.5,0,0.5,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-05-02,122,2.5,0.5,2,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-05-03,123,13.5,10,3.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-05-23,143,7.8,0.8,7,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-12,163,7.8,0.8,7,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2023,2023-06-13,164,0.7,0.5,0.2,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-06-13,164,0.5,0,0.5,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-06-13,164,2.5,0.5,2,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-14,165,19,13.5,5.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-15,166,13.5,10,3.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-16,167,23.5,19,4.5,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2023,2023-06-20,171,0.5,0,0.5,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2023,2023-06-20,171,0.7,0.5,0.2,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-06-20,171,0.5,0,0.5,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-06-20,171,2.5,0.5,2,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-22,173,7.8,0.8,7,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-23,174,13.5,10,3.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-27,178,23.5,19,4.5,0,INDX,Medium,FOOT
"Skokomish River, SF",2023,2023-06-28,179,19,13.5,5.5,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2023,2023-05-15,135,0.5,0,0.5,0,INDX,Medium,FOOT
LeBar Creek (SF Skok trib),2023,2023-05-15,135,0.7,0.5,0.2,0,INDX,Medium,FOOT
Browns Creek (SF Skok trib),2023,2023-05-15,135,0.5,0,0.5,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-05,156,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-05,156,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-05,156,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-05,156,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-05,156,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-05,156,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-09,160,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-09,160,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, SF",2023,2023-06-09,160,0.8,0,0.8,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-09,160,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-13,164,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-13,164,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-13,164,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-15,166,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-15,166,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-03-15,74,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-15,74,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-21,80,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-03-21,80,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-03-22,81,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-22,81,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-22,81,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-23,82,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-23,82,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-23,82,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-23,82,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-28,87,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-03-29,88,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-29,88,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-29,88,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-03-29,88,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-30,89,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-30,89,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-30,89,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-03-30,89,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-04-04,94,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-04-04,94,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-04-04,94,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-04-04,94,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-04-04,94,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-04-04,94,3.6,2.1,1.5,0,SUPP,Medium,RAFT
"Skokomish River, NF",2023,2023-04-11,101,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-04-12,102,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-04-12,102,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-04-12,102,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-04-13,103,3.6,2.1,1.5,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-13,103,8,6.3,1.7,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-13,103,5.8,3.6,2.2,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-13,103,6.3,5.8,0.5,0,SPOT,High,RAFT
"Skokomish River, NF",2023,2023-04-17,107,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-04-18,108,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-04-18,108,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-04-18,108,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-04-20,110,8,6.3,1.7,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-20,110,3.6,2.1,1.5,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-20,110,6.3,5.8,0.5,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-20,110,5.8,3.6,2.2,0,SPOT,High,RAFT
"Skokomish River, NF",2023,2023-04-26,116,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-04-26,116,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-04-26,116,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-04-27,117,6.3,5.8,0.5,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-27,117,5.8,3.6,2.2,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-27,117,8,6.3,1.7,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-04-27,117,3.6,2.1,1.5,0,SPOT,High,RAFT
"Skokomish River, NF",2023,2023-05-03,123,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-03,123,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-05,125,5.8,3.6,2.2,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-05-05,125,6.3,5.8,0.5,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-05-05,125,8,6.3,1.7,0,SPOT,High,RAFT
"Skokomish River, MS",2023,2023-05-05,125,3.6,2.1,1.5,0,SPOT,High,RAFT
"Skokomish River, NF",2023,2023-05-08,128,9,8,1,0,INDX,Low,RAFT
"Skokomish River, NF",2023,2023-05-08,128,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-05-08,128,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-05-08,128,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-08,128,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-11,131,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-11,131,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-11,131,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-15,135,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-05-15,135,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-15,135,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-18,138,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-18,138,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-18,138,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-22,142,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-22,142,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, SF",2023,2023-05-25,145,2.2,0.8,1.4,0,INDX,Medium,FOOT
"Skokomish River, MS",2023,2023-05-25,145,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-25,145,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-05-25,145,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-31,151,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-31,151,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-05-31,151,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-01,152,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-01,152,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, MS",2023,2023-06-01,152,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-01,152,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-01,152,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-01,152,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, SF",2023,2023-06-01,152,0.8,0,0.8,0,INDX,Medium,RAFT
"Skokomish River, SF",2023,2023-06-15,166,0.8,0,0.8,0,INDX,Low,RAFT
"Skokomish River, MS",2023,2023-06-15,166,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-15,166,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-15,166,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-15,166,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-20,171,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-20,171,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-21,172,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-21,172,12.3,10.8,1.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-21,172,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-21,172,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-22,173,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-22,173,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-22,173,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-22,173,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, SF",2023,2023-06-22,173,0.8,0,0.8,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-27,178,13.3,12.7,0.6,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-27,178,15.6,13.3,2.3,0,INDX,Medium,FOOT
"Skokomish River, NF",2023,2023-06-28,179,12.7,12.3,0.4,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-28,179,9,8,1,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-06-28,179,10.8,9,1.8,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-29,180,8,6.3,1.7,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-29,180,5.8,3.6,2.2,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-29,180,3.6,2.1,1.5,0,INDX,Medium,RAFT
"Skokomish River, MS",2023,2023-06-29,180,6.3,5.8,0.5,0,INDX,Medium,RAFT
"Skokomish River, NF",2023,2023-07-12,193,12.3,10.8,1.5,0,INDX,Medium,RAFT
Duckabush River,2023,2023-03-06,65,6,4.8,1.2,0,INDX,Low,FOOT
Duckabush River,2023,2023-03-06,65,4.4,2.7,1.7,0,INDX,Low,FOOT
Duckabush River,2023,2023-03-15,74,6,4.8,1.2,0,INDX,Low,FOOT
Duckabush River,2023,2023-03-23,82,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2023,2023-03-23,82,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2023,2023-03-30,89,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2023,2023-05-11,131,6,4.8,1.2,0,INDX,Medium,FOOT
Duckabush River,2023,2023-05-11,131,4.4,2.7,1.7,0,INDX,Medium,FOOT
Duckabush River,2023,2023-05-18,138,6,4.8,1.2,0,INDX,Medium,FOOT
